frame,timestamp,plate,yolo_confidence,ocr_confidence,final_confidence,x1,y1,x2,y2
1900,31.667,EYOAWS,0.5953,0.239,0.3173,2301,1557,2499,1629
1905,31.75,EYOSW,0.6138,0.7042,0.5829,2298,1566,2505,1635
1910,31.833,EYO9WS,0.8381,0.4067,0.4947,2295,1581,2499,1650
1915,31.917,EYOSWS,0.7529,0.8971,0.5604,2298,1590,2511,1665
1920,32.0,EYQSWUS,0.6929,0.277,0.3439,2298,1602,2505,1680
1925,32.083,EYO9W5,0.6614,0.364,0.3561,2295,1620,2502,1686
1930,32.167,EYQ9WS,0.8302,0.4262,0.5084,2292,1629,2499,1701
1935,32.25,EYO9W5,0.7117,0.2895,0.3674,2301,1638,2511,1716
1940,32.333,EYOSWS,0.6779,0.4699,0.5333,2298,1653,2505,1734
1945,32.417,EYO9VU,0.786,0.3877,0.4814,2301,1677,2508,1749
1950,32.5,EYOMWS,0.6811,0.2766,0.29,2304,1686,2511,1755
1955,32.583,E9W5,0.6415,0.2487,0.3176,2301,1704,2511,1776
1960,32.667,EYO9WS,0.7802,0.4851,0.5221,2304,1719,2511,1785
1965,32.75,EYOSS,0.7547,0.1721,0.2177,2310,1731,2514,1803
1970,32.833,EYO9WS,0.6491,0.2265,0.4709,2319,1752,2529,1821
1975,32.917,EYQAW,0.7187,0.3977,0.3684,2325,1767,2535,1836
1980,33.0,EYOM5,0.8965,0.1918,0.2842,2325,1779,2541,1854
1980,33.0,EO9U5,0.5668,0.1549,0.2584,2313,1773,2553,1875
1985,33.083,EYOM5,0.7203,0.1358,0.2646,2331,1797,2547,1875
1990,33.167,EOM5,0.736,0.452,0.4664,2337,1806,2553,1884
1995,33.25,EYO9WLS,0.8025,0.137,0.3059,2343,1824,2565,1902
2000,33.333,EO9U5,0.6332,0.3502,0.3268,2346,1845,2571,1920
2005,33.417,EYOW,0.6571,0.8165,0.6615,2349,1866,2574,1947
2010,33.5,EYO9WS,0.8119,0.5792,0.5071,2358,1881,2574,1956
2015,33.583,EYO9W5,0.7352,0.5027,0.3998,2364,1899,2586,1971
2020,33.667,EOSV5,0.8119,0.249,0.3243,2370,1923,2589,1995
2025,33.75,EYO9WS,0.7036,0.3887,0.5021,2373,1938,2598,2010
2030,33.833,EYO9WS,0.6776,0.572,0.5201,2379,1950,2610,2028
2035,33.917,EYO9WS,0.7225,0.3169,0.5075,2391,1974,2619,2052
2040,34.0,EYO9VS,0.7304,0.4011,0.4908,2388,1998,2625,2070
2045,34.083,EYO9VS,0.7763,0.7218,0.603,2394,2016,2628,2091
2050,34.167,EY9WS,0.5989,0.291,0.3537,2400,2037,2637,2115
2055,34.25,EYO9M,0.7284,0.3575,0.4003,2415,2058,2637,2133
2060,34.333,EXO9NOS,0.6402,0.0405,0.2383,2421,2079,2646,2154
2125,35.417,,0.5445,0.0,0.5445,2280,1803,3009,2061
2130,35.5,,0.5762,0.0,0.5762,2286,1827,3021,2079
2135,35.583,,0.3764,0.0,0.3764,2295,1842,3036,2118
2245,37.417,DP63LYH,0.3819,0.3449,0.4815,2388,1695,2586,1755
2255,37.583,BP6JLYH,0.38,0.3959,0.4871,2391,1722,2604,1788
2260,37.667,BP63LYH,0.3942,0.5249,0.6074,2391,1737,2598,1800
2265,37.75,BPBILYH,0.3722,0.1791,0.2754,2406,1755,2607,1815
2275,37.917,BPEJLYH,0.4769,0.3085,0.3659,2412,1779,2625,1854
2285,38.083,BPELYH,0.621,0.526,0.5182,2424,1818,2640,1878
2290,38.167,BP6ILYH,0.668,0.4449,0.5215,2424,1824,2640,1896
2295,38.25,BPBELYH,0.5452,0.2599,0.3319,2436,1839,2643,1905
2300,38.333,BPBJLYH,0.504,0.174,0.2718,2439,1854,2658,1926
2305,38.417,BPEJLYH,0.6111,0.4156,0.4034,2445,1869,2661,1944
2310,38.5,BP6JLYH,0.6056,0.4932,0.5212,2445,1887,2661,1956
2315,38.583,BPBELYH,0.5872,0.1357,0.2885,2460,1911,2679,1971
2320,38.667,BP6ZLYH,0.6674,0.3383,0.4468,2451,1917,2685,1989
2325,38.75,DPBILMH,0.5192,0.1454,0.2518,2463,1935,2685,2001
2330,38.833,DLH,0.5684,0.237,0.2559,2466,1956,2700,2022
2335,38.917,PPBLH,0.63,0.4653,0.4157,2475,1965,2709,2052
2340,39.0,BP6ILMH,0.4965,0.1206,0.2944,2487,1989,2703,2055
2345,39.083,BPBEL,0.7012,0.1805,0.2163,2490,2004,2721,2076
2350,39.167,PPGLYH,0.6608,0.1608,0.2626,2487,2019,2730,2091
2355,39.25,BPELH,0.4332,0.4785,0.4249,2496,2046,2733,2115
2360,39.333,PPBILYH,0.599,0.2308,0.3116,2502,2055,2739,2133
2365,39.417,BPBJLYH,0.3664,0.4567,0.3708,2517,2079,2745,2148
2415,40.25,4G65ZFX,0.4835,0.4921,0.5544,2310,1533,2478,1596
2420,40.333,0G65ZFX,0.459,0.6015,0.631,2301,1530,2484,1608
2425,40.417,WG65ZFX,0.666,0.5616,0.6331,2313,1554,2481,1614
2435,40.583,0G65ZFX,0.5265,0.5069,0.5979,2307,1575,2499,1638
2440,40.667,WG6SZFX,0.8009,0.3374,0.4462,2310,1581,2493,1650
2445,40.75,WG65ZFX,0.7178,0.4467,0.5929,2313,1596,2496,1659
2450,40.833,4G65ZFX,0.7747,0.6097,0.5956,2316,1605,2499,1677
2455,40.917,VG65ZEX,0.6873,0.2645,0.4252,2319,1617,2505,1683
2460,41.0,WG65ZFX,0.8393,0.3814,0.5643,2328,1629,2511,1698
2465,41.083,0G65ZFX,0.7902,0.5793,0.6038,2322,1638,2505,1713
2470,41.167,0G65ZFX,0.783,0.6933,0.6267,2331,1653,2508,1722
2475,41.25,0G65ZFX,0.7005,0.1868,0.5695,2331,1668,2514,1731
2480,41.333,0G65ZFX,0.9047,0.3582,0.5514,2334,1677,2532,1746
2485,41.417,LC65ZFX,0.7336,0.7421,0.7595,2340,1692,2526,1761
2490,41.5,0G65ZFX,0.7674,0.8713,0.5897,2334,1704,2532,1776
2495,41.583,0G65ZFX,0.8136,0.7326,0.6064,2340,1716,2541,1785
2500,41.667,0G65ZEX,0.8802,0.7541,0.7379,2346,1725,2544,1797
2505,41.75,0G65ZFX,0.8071,0.6533,0.6131,2355,1740,2553,1812
2510,41.833,0G65ZFX,0.7026,0.4985,0.6077,2355,1755,2550,1827
2515,41.917,0G65ZFX,0.8596,0.6866,0.6153,2361,1773,2556,1842
2520,42.0,LG65ZFX,0.7187,0.5706,0.6395,2361,1785,2556,1857
2525,42.083,LG65ZFX,0.7435,0.4438,0.5951,2376,1800,2559,1875
2525,42.083,WG65ZFX,0.4032,0.6646,0.5995,2361,1791,2571,1884
2530,42.167,0665ZFX,0.7925,0.7672,0.747,2376,1815,2580,1887
2535,42.25,LG65ZFX,0.8099,0.6459,0.6274,2373,1827,2574,1899
2540,42.333,01G65ZFX,0.7606,0.5171,0.6319,2379,1848,2580,1917
2545,42.417,WG6SZFX,0.8369,0.4713,0.493,2382,1863,2592,1932
2550,42.5,WG65ZFX,0.8825,0.9434,0.6597,2385,1875,2592,1947
2555,42.583,4G65IZFX,0.7587,0.4711,0.5997,2394,1890,2601,1968
2560,42.667,WG65ZFX,0.7762,0.5037,0.6485,2391,1905,2601,1977
2565,42.75,0G65ZFX,0.7976,0.7755,0.6267,2394,1920,2607,1995
2570,42.833,LG65ZFX,0.7313,0.748,0.6615,2409,1941,2616,2010
2575,42.917,LG65ZFX,0.8479,0.911,0.7047,2415,1959,2634,2031
2580,43.0,0G65ZFXI,0.8371,0.6416,0.7191,2421,1968,2628,2049
2585,43.083,0G65ZFX,0.7279,0.7702,0.6361,2427,1992,2640,2067
2590,43.167,01G65ZFX,0.8161,0.5172,0.632,2427,2004,2649,2079
2595,43.25,0G65ZFX,0.806,0.9345,0.6524,2433,2016,2646,2094
2600,43.333,0G65ZFX,0.6795,0.4358,0.6433,2451,2043,2655,2118
2605,43.417,WG65ZFXI,0.6763,0.2697,0.4888,2448,2061,2667,2139
2610,43.5,0G65ZFX,0.5886,0.9049,0.6558,2460,2079,2679,2154
2615,43.583,00G65ZFX,0.3551,0.1337,0.3636,2460,2091,2670,2157
2640,44.0,ELD7C,0.3633,0.1532,0.2573,999,1818,1251,1914
2645,44.083,FIPZS,0.4581,0.7075,0.5853,1002,1860,1233,1953
2650,44.167,FIPZS,0.6141,0.2641,0.4301,987,1866,1242,1971
2655,44.25,OD,0.6118,0.3755,0.3529,963,1878,1230,1998
2655,44.25,LPI,0.3698,0.684,0.5688,2352,1491,2481,1566
2660,44.333,LLGIPZS,0.5401,0.7622,0.6836,969,1914,1221,2013
2665,44.417,APZS,0.5155,0.3204,0.3142,957,1935,1221,2046
2670,44.5,LLGIPZS,0.478,0.9099,0.7353,954,1950,1200,2055
2675,44.583,LLGIPZS,0.6308,0.7936,0.7253,939,1977,1197,2082
2680,44.667,LLGIPZS,0.567,0.9261,0.7436,939,1995,1191,2106
2680,44.667,HL64OGR,0.4291,0.1888,0.3722,1188,1530,1392,1593
2685,44.75,LLGIPZS,0.6044,0.8009,0.737,915,1998,1185,2130
2690,44.833,LLGIPZS,0.5163,0.7765,0.7297,912,2016,1188,2148
2690,44.833,LPL,0.4681,0.4134,0.3794,2364,1563,2508,1632
2695,44.917,LPL,0.6484,0.8095,0.518,2370,1578,2502,1647
2700,45.0,NL6AOGX,0.5293,0.1435,0.3104,1164,1584,1353,1656
2700,45.0,LPHIL,0.4179,0.1016,0.1611,2376,1584,2529,1659
2705,45.083,LPIL,0.5837,0.2127,0.2389,2388,1593,2550,1665
2705,45.083,NL64OG,0.3915,0.2305,0.4013,1149,1596,1344,1659
2710,45.167,C64053,0.4076,0.1508,0.3155,1146,1614,1353,1686
2715,45.25,D64057,0.5394,0.0623,0.2536,1140,1626,1344,1695
2715,45.25,LPHT,0.4375,0.2624,0.2737,2385,1611,2550,1683
2720,45.333,M64GX,0.4276,0.1601,0.2621,1134,1638,1341,1707
2725,45.417,NOSWKJ,0.3746,0.2492,0.3244,2670,2034,2874,2103
2730,45.5,NE4OC,0.4119,0.1442,0.251,1128,1671,1332,1740
2730,45.5,LPIL,0.3982,0.3487,0.2865,2406,1644,2565,1713
2740,45.667,Q640G3,0.5531,0.1819,0.3373,1110,1701,1308,1767
2740,45.667,0F05WKJ,0.518,0.5351,0.5846,2700,2079,2895,2154
2740,45.667,LPLL,0.4683,0.696,0.5772,2412,1668,2553,1731
2745,45.75,CEAOGX,0.6824,0.1928,0.285,1101,1719,1308,1782
2745,45.75,LPI4,0.5663,0.4029,0.432,2415,1674,2565,1743
2750,45.833,C640GX,0.6205,0.2656,0.396,1092,1728,1302,1800
2750,45.833,LPL,0.4464,0.9713,0.602,2436,1683,2571,1755
2755,45.917,DLGA0G,0.5259,0.1758,0.3331,1095,1743,1293,1812
2760,46.0,LLLJ,0.6314,0.6753,0.5627,2439,1704,2607,1776
2760,46.0,CL640GX,0.5574,0.1457,0.342,1092,1767,1293,1827
2765,46.083,D640GX,0.7002,0.1805,0.3363,1077,1776,1290,1848
2765,46.083,LPULJ,0.4764,0.7606,0.6224,2442,1719,2610,1788
2770,46.167,N640G,0.5179,0.4091,0.4364,1074,1794,1287,1860
2775,46.25,CB4OGR,0.6663,0.0671,0.2569,1059,1812,1278,1878
2775,46.25,LPALIA,0.6092,0.194,0.2858,2460,1740,2637,1809
2780,46.333,LPILI,0.6377,0.3707,0.3495,2460,1755,2637,1824
2780,46.333,CB4OGX,0.599,0.1592,0.3214,1050,1821,1263,1896
2785,46.417,LLLIA,0.5337,0.5508,0.4756,2466,1767,2667,1839
2785,46.417,MEJOX,0.4752,0.3494,0.3346,1050,1848,1257,1914
2790,46.5,LPLLIA,0.6154,0.0753,0.2027,2472,1773,2676,1851
2790,46.5,CG4OGX,0.5441,0.1645,0.3251,1038,1860,1254,1929
2795,46.583,LPLLIA,0.7467,0.2017,0.2469,2484,1788,2679,1860
2795,46.583,D640G,0.6326,0.252,0.3264,1038,1872,1266,1959
2800,46.667,DILA,0.4723,0.2708,0.2796,2484,1800,2679,1872
2800,46.667,M64053,0.4647,0.3461,0.4523,1029,1899,1242,1962
2805,46.75,LPULI,0.6461,0.3545,0.3381,2487,1812,2700,1890
2805,46.75,NEJOG7,0.5285,0.1547,0.3183,1023,1914,1251,1974
2810,46.833,LFLLJA,0.5376,0.5133,0.5093,2487,1818,2703,1905
2810,46.833,NE4OGX,0.4227,0.2514,0.386,1008,1923,1245,1998
2815,46.917,LPLLJA,0.7154,0.586,0.5602,2496,1839,2697,1911
2815,46.917,MB40D7,0.4058,0.1426,0.3398,1008,1947,1233,2016
2820,47.0,LLLIA,0.7536,0.2865,0.383,2502,1854,2706,1923
2820,47.0,MB4OGX,0.6729,0.0878,0.2714,999,1962,1215,2040
2825,47.083,LPLLJA,0.7047,0.5027,0.531,2514,1863,2721,1938
2825,47.083,M640GX,0.6754,0.2151,0.3606,993,1983,1209,2055
2830,47.167,LPALJA,0.722,0.6307,0.5915,2514,1869,2730,1950
2830,47.167,NE4OG7,0.473,0.026,0.2282,984,2007,1212,2070
2835,47.25,C6405J,0.6996,0.2052,0.3536,969,2016,1209,2094
2835,47.25,LLLIA,0.633,0.2294,0.3389,2514,1890,2724,1962
2840,47.333,LPLLIA,0.8012,0.5325,0.3389,2520,1905,2739,1974
2840,47.333,CE4057,0.4358,0.0738,0.2916,969,2046,1203,2121
2845,47.417,LLLIA,0.7693,0.4796,0.3606,2532,1917,2757,1998
2845,47.417,M64053,0.5448,0.1608,0.3874,954,2061,1197,2145
2850,47.5,LLLI,0.6958,0.2855,0.2899,2529,1935,2745,2001
2855,47.583,LPLLJA,0.7021,0.4193,0.5019,2532,1950,2748,2022
2860,47.667,LPLLLIA,0.8038,0.3419,0.3893,2538,1959,2763,2040
2865,47.75,LPLLI,0.733,0.3524,0.3367,2544,1968,2763,2049
2870,47.833,LPLLLIA,0.6549,0.3131,0.3793,2547,1992,2769,2064
2875,47.917,LPILI,0.7559,0.0612,0.2412,2553,2004,2781,2082
2880,48.0,LFLLIA,0.7686,0.2072,0.2951,2562,2019,2784,2094
2885,48.083,LILLI,0.563,0.1859,0.2201,2571,2037,2790,2115
2890,48.167,LLLLI,0.7933,0.1378,0.1865,2571,2052,2805,2130
2895,48.25,LLLLI,0.7125,0.0459,0.1543,2583,2061,2808,2145
2900,48.333,LFLILIA,0.6411,0.3484,0.3938,2583,2082,2802,2157
2905,48.417,LPRL,0.3566,0.2203,0.2442,2595,2100,2802,2160
3080,51.333,062,0.3793,0.5213,0.4549,1245,1860,1401,1926
3090,51.5,DE,0.4134,0.1584,0.2009,1176,1887,1386,1956
3095,51.583,4X5244,0.4224,0.1702,0.3292,1173,1905,1383,1974
3100,51.667,TT,0.4997,0.202,0.1809,1161,1914,1377,1989
3105,51.75,HX52HFF,0.5536,0.1389,0.3372,1146,1929,1365,2004
3110,51.833,HX5ZMBPF,0.5002,0.2632,0.4542,1146,1947,1356,2019
3115,51.917,ITE,0.5031,0.1881,0.2216,1131,1968,1353,2037
3120,52.0,HTA,0.6245,0.1151,0.1706,1125,1980,1350,2055
3125,52.083,HTJ,0.4974,0.1026,0.1618,1113,1995,1344,2076
3130,52.167,HX52HFE,0.5929,0.1482,0.3437,1110,2013,1341,2085
3135,52.25,HYE2IFFE,0.581,0.0982,0.3388,1107,2028,1338,2103
3140,52.333,HXS2IJPF,0.5512,0.2317,0.4322,1110,2049,1332,2121
3145,52.417,HX52IBPE,0.4877,0.3864,0.5705,1098,2067,1323,2145
3170,52.833,EGIL,0.5713,0.353,0.3371,1251,1290,1404,1356
3185,53.083,GLML,0.5365,0.1807,0.2165,1239,1311,1374,1371
3195,53.25,CB6II,0.5608,0.1307,0.2415,1233,1338,1383,1398
3200,53.333,CESLL,0.5759,0.2212,0.2449,1221,1338,1365,1404
3205,53.417,DEL,0.4149,0.4626,0.4138,1221,1344,1377,1413
3210,53.5,DEBL,0.5627,0.2909,0.2936,1215,1353,1383,1413
3215,53.583,DEBL,0.5353,0.1718,0.2519,1218,1362,1365,1425
3220,53.667,DE6IL,0.5023,0.159,0.2613,1215,1377,1368,1443
3225,53.75,CEGILL,0.5575,0.2706,0.3394,1212,1386,1371,1452
3230,53.833,DEGL,0.4607,0.2912,0.2939,1197,1389,1350,1458
3235,53.917,CEGIWL,0.4817,0.1579,0.2606,1197,1401,1350,1467
3240,54.0,CLGL,0.4305,0.5372,0.466,1197,1407,1347,1473
3245,54.083,CGGIL,0.5092,0.4024,0.3717,1191,1422,1356,1494
3250,54.167,CE6IUYL,0.7018,0.1625,0.3238,1191,1434,1353,1497
3255,54.25,CESIYL,0.5511,0.3454,0.3918,1182,1437,1341,1509
3260,54.333,CEEIUXL,0.6415,0.2002,0.2901,1179,1446,1347,1509
3265,54.417,CEEL,0.6084,0.6541,0.5479,1185,1458,1341,1530
3265,54.417,DU06XR0,0.4022,0.3118,0.4583,888,2067,1113,2139
3270,54.5,CEBI,0.65,0.5973,0.5081,1176,1470,1347,1539
3270,54.5,DU06XRO,0.4387,0.2558,0.419,885,2070,1098,2136
3270,54.5,DUO6XRO2562,0.4139,0.7619,0.7733,882,2037,1098,2136
3275,54.583,CEGII,0.663,0.3147,0.3103,1170,1485,1341,1548
3280,54.667,CE6I,0.4003,0.4103,0.4372,1161,1488,1323,1563
3285,54.75,CEGIYL,0.5723,0.8445,0.7412,1155,1497,1329,1560
3290,54.833,CEGIUYL,0.6176,0.4531,0.4672,1158,1506,1323,1575
3295,54.917,CEGIWYL,0.691,0.2467,0.3227,1146,1521,1344,1587
3300,55.0,CEGIUYL,0.6895,0.6742,0.5446,1143,1533,1332,1599
3305,55.083,CEGILYL,0.6107,0.3692,0.4084,1149,1536,1317,1608
3305,55.083,CE6ILYL,0.415,0.2321,0.3725,1146,1527,1341,1620
3310,55.167,CEBILNYL,0.6558,0.1649,0.3255,1140,1548,1311,1611
3315,55.25,CEBILL,0.6051,0.243,0.3201,1140,1557,1308,1635
3320,55.333,CESIWYL,0.7013,0.1233,0.2363,1134,1575,1314,1644
3325,55.417,CEIWL,0.603,0.2056,0.2339,1125,1581,1308,1659
3330,55.5,CE6IWL,0.7031,0.2873,0.4111,1116,1596,1299,1659
3330,55.5,CE6IYL,0.3899,0.2569,0.3898,1113,1584,1311,1668
3335,55.583,CEGIL,0.6506,0.3996,0.3697,1116,1608,1287,1683
3335,55.583,ECSS4,0.3528,0.1267,0.2387,2316,1053,2466,1131
3340,55.667,CE6ILXL,0.7361,0.2866,0.4106,1110,1626,1290,1686
3340,55.667,ASE,0.365,0.3714,0.3499,2319,1059,2466,1137
3345,55.75,CE6ILL,0.7759,0.2869,0.4109,1101,1629,1290,1704
3350,55.833,CEGLUYL,0.7636,0.0879,0.2116,1098,1641,1287,1710
3355,55.917,CE6LL,0.7498,0.0931,0.2151,1095,1659,1296,1731
3360,56.0,CEBL,0.7636,0.3515,0.336,1089,1677,1290,1746
3360,56.0,G,0.441,0.1276,0.1493,2331,1080,2496,1158
3365,56.083,CEBL,0.6851,0.2526,0.3014,1080,1680,1278,1752
3365,56.083,UD,0.6729,0.1863,0.2204,2331,1080,2502,1161
3370,56.167,CEEILL,0.7009,0.4774,0.4842,1074,1692,1269,1764
3375,56.25,CEGILL,0.7466,0.59,0.4512,1074,1707,1266,1779
3380,56.333,CEGILL,0.7216,0.4219,0.4493,1071,1722,1272,1794
3385,56.417,CE6ILL,0.7067,0.5792,0.5132,1059,1728,1260,1797
3385,56.417,C,0.4782,0.2876,0.2613,2343,1104,2499,1182
3390,56.5,CE6ILIL,0.6893,0.1045,0.2832,1053,1746,1239,1818
3390,56.5,O,0.6769,0.2236,0.2165,2343,1101,2508,1194
3395,56.583,CEGILL,0.7215,0.7016,0.4972,1053,1755,1248,1827
3395,56.583,T,0.6303,0.1503,0.1652,2343,1110,2511,1197
3400,56.667,CEGILYL,0.7786,0.2146,0.3543,1041,1770,1245,1842
3400,56.667,O,0.3976,0.8641,0.4407,2346,1125,2514,1206
3405,56.75,CEBILL,0.7427,0.3985,0.3745,1047,1782,1248,1851
3405,56.75,EESSP,0.5775,0.1372,0.186,2352,1146,2511,1209
3405,56.75,CEGICYL,0.4253,0.1943,0.286,1044,1770,1257,1860
3410,56.833,CESIQX,0.6745,0.1767,0.2737,1038,1800,1245,1881
3410,56.833,WD,0.4024,0.0898,0.1529,2346,1140,2514,1206
3410,56.833,ECS5R,0.3604,0.0816,0.2071,2349,1131,2529,1215
3415,56.917,CEGIUXL,0.7465,0.315,0.3705,1032,1815,1242,1890
3420,57.0,CELI,0.7248,0.1405,0.1884,1026,1827,1233,1899
3420,57.0,SCSSP,0.374,0.1542,0.198,2355,1146,2523,1215
3425,57.083,LE,0.6126,0.1045,0.1632,1023,1845,1215,1920
3425,57.083,EES6,0.3981,0.2025,0.2918,2364,1149,2523,1227
3430,57.167,CBLM,0.7098,0.1339,0.1837,1014,1854,1218,1929
3430,57.167,Q0,0.5438,0.5847,0.5293,2367,1152,2523,1227
3435,57.25,Q40,0.6822,0.2028,0.292,2367,1152,2529,1236
3435,57.25,CESLUIL,0.667,0.168,0.2676,999,1869,1212,1941
3435,57.25,CEBLLL,0.3972,0.2528,0.327,999,1863,1236,1959
3440,57.333,CEGLL,0.6988,0.4602,0.4122,1002,1878,1206,1953
3440,57.333,C,0.5461,0.3102,0.2692,2367,1158,2532,1239
3440,57.333,CESLML,0.4101,0.2887,0.3521,999,1863,1224,1962
3445,57.417,CESILML,0.6937,0.211,0.2977,993,1905,1203,1974
3445,57.417,ESA,0.4632,0.2207,0.2445,2376,1176,2550,1251
3450,57.5,CEGCOL,0.7245,0.0988,0.2192,981,1914,1203,1989
3450,57.5,C,0.5161,0.8072,0.3878,2376,1176,2556,1254
3455,57.583,CBGIML,0.7266,0.1399,0.248,984,1929,1194,1998
3455,57.583,C,0.5382,0.1122,0.3255,2376,1173,2550,1254
3460,57.667,CEGIWYL,0.7217,0.236,0.3189,975,1935,1200,2025
3460,57.667,O,0.4792,0.2338,0.3684,2388,1185,2565,1269
3465,57.75,CEGIXL,0.6969,0.5425,0.5297,972,1956,1191,2028
3465,57.75,59560,0.5123,0.2462,0.2624,2391,1197,2559,1281
3465,57.75,CEGIYL,0.3504,0.2874,0.5462,969,1947,1209,2040
3470,57.833,CEGIUXL,0.7209,0.2032,0.3314,960,1971,1185,2043
3470,57.833,S55,0.6637,0.5137,0.5096,2391,1197,2562,1290
3475,57.917,CEGILYL,0.7027,0.6724,0.4431,960,1989,1176,2073
3475,57.917,WJ,0.6056,0.7306,0.6014,2385,1209,2559,1296
3480,58.0,CE6ILYL,0.7029,0.2681,0.3851,945,2007,1164,2082
3480,58.0,SCS60P,0.5289,0.0364,0.2654,2388,1233,2565,1305
3485,58.083,CEBIL,0.5937,0.2106,0.2375,948,2016,1170,2094
3485,58.083,59560,0.5275,0.1249,0.2199,2385,1233,2571,1305
3490,58.167,54560P,0.6278,0.1724,0.3307,2382,1224,2565,1317
3490,58.167,CEBIWL,0.5483,0.4436,0.4606,942,2037,1152,2115
3495,58.25,CEBL,0.636,0.4826,0.3436,930,2052,1152,2133
3495,58.25,WWD,0.4223,0.2619,0.2733,2388,1242,2568,1329
3500,58.333,CE6IL,0.7048,0.2486,0.324,933,2073,1149,2145
3500,58.333,0I9,0.5435,0.246,0.2922,2397,1242,2574,1332
3505,58.417,GD,0.679,0.3599,0.2561,2394,1248,2574,1341
3510,58.5,OD,0.6518,0.1258,0.2655,2391,1248,2574,1341
3510,58.5,CFCN,0.4322,0.0735,0.1414,915,2112,1125,2160
3515,58.583,QJ,0.6471,0.2879,0.2915,2397,1275,2577,1347
3515,58.583,EQ560P,0.4895,0.2088,0.3862,2400,1257,2592,1359
3515,58.583,GI8S,0.378,0.6927,0.6349,2577,2010,2721,2076
3520,58.667,W,0.7047,0.5276,0.4293,2397,1281,2589,1356
3525,58.75,CD,0.7398,0.4166,0.3816,2388,1272,2586,1362
3530,58.833,SCSG17,0.4796,0.2521,0.4165,2397,1290,2586,1374
3530,58.833,GIBST,0.3809,0.5739,0.4918,2586,2055,2748,2121
3535,58.917,W,0.6401,0.113,0.2842,2409,1299,2586,1383
3535,58.917,GIBST,0.5226,0.1645,0.3485,2592,2073,2757,2148
3540,59.0,GD,0.6953,0.2109,0.2499,2397,1293,2595,1398
3540,59.0,CBS7,0.4647,0.1118,0.2283,2604,2082,2772,2154
3545,59.083,5C560P,0.7218,0.2996,0.4197,2403,1296,2598,1401
3550,59.167,SCS617P,0.6387,0.2405,0.4084,2409,1329,2595,1398
3555,59.25,5C5610P,0.6454,0.2024,0.3517,2406,1326,2598,1404
3555,59.25,SCS610VP,0.38,0.0592,0.3415,2409,1311,2613,1413
3560,59.333,UD,0.6926,0.6646,0.3878,2394,1317,2598,1410
3565,59.417,SCS50YP,0.6468,0.3216,0.4651,2415,1344,2595,1425
3565,59.417,SCS50YP,0.3942,0.6318,0.5737,2412,1329,2613,1431
3570,59.5,SCS610YP,0.7161,0.4314,0.602,2412,1347,2598,1434
3575,59.583,C,0.7819,0.4062,0.3293,2400,1344,2604,1446
3580,59.667,SCSS0YR,0.7725,0.4321,0.5124,2409,1365,2598,1443
3580,59.667,SCS60YR,0.3962,0.1976,0.3784,2409,1350,2610,1458
3585,59.75,SC560YP,0.7299,0.6472,0.6931,2406,1365,2598,1452
3590,59.833,GD,0.7585,0.5085,0.2989,2397,1365,2598,1461
3595,59.917,WD,0.6525,0.2042,0.1929,2400,1386,2601,1479
3600,60.0,5L560YP,0.7225,0.2486,0.384,2409,1392,2604,1479
